File  .text     Size                      Crate Name
0.0%   0.0%      72B               embassy_time core::cmp::PartialOrd::le
0.0%   0.0%      72B                embassy_usb embassy_usb::msos::MsOsDescriptorWriter::end
0.0%   0.0%      72B                        log log::logger
0.0%   0.0%      72B                        std core::cmp::PartialOrd::le
0.0%   0.0%      72B           embassy_executor embassy_executor::spawner::Spawner::spawn
0.0%   0.0%      72B           embassy_executor embassy_executor::spawner::Spawner::spawn
0.0%   0.0%      72B           embassy_executor embassy_executor::spawner::Spawner::spawn
0.0%   0.0%      72B           embassy_executor embassy_executor::spawner::Spawner::spawn
0.0%   0.0%      72B           embassy_executor embassy_executor::spawner::SendSpawner::spawn
0.0%   0.0%      72B                  cnc_brain cnc_brain::__cortex_m_rt_main::{{closure}}
0.0%   0.0%      72B                        std core::ptr::drop_in_place<embassy_usb_logger::UsbLogger<1024_usize,cnc_brain::Handler>::run<emb...
0.0%   0.0%      72B               embassy_sync embassy_sync::ring_buffer::RingBuffer<_>::wrap
0.0%   0.0%      72B            embassy_futures embassy_futures::join::Join<Fut1,Fut2>::new
0.0%   0.0%      70B                      fixed <core::ops::range::RangeFrom<usize> as core::slice::index::SliceIndex<[T]>>::index
0.0%   0.0%      70B                 embassy_rp <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_and_wait
0.0%   0.0%      70B                 embassy_rp <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_and_wait
0.0%   0.0%      70B                 embassy_rp <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_and_wait
0.0%   0.0%      70B                 embassy_rp <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_and_wait
0.0%   0.0%      70B                 embassy_rp core::num::<impl u32>::saturating_mul
0.0%   0.0%      70B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.0%      70B             encode_unicode <core::ops::range::RangeFrom<usize> as core::slice::index::SliceIndex<[T]>>::index
0.0%   0.0%      70B      linked_list_allocator linked_list_allocator::hole::HoleList::deallocate
0.0%   0.0%      70B                   heapless heapless::vec::Vec<T,_>::push
0.0%   0.0%      70B                   heapless heapless::deque::Deque<T,_>::pop_front
0.0%   0.0%      70B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::find_map
0.0%   0.0%      70B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::find_map
0.0%   0.0%      70B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::find_map
0.0%   0.0%      70B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::find_map
0.0%   0.0%      70B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::find_map
0.0%   0.0%      70B            embassy_futures embassy_futures::join::MaybeDone<Fut>::poll
0.0%   0.0%      68B                  [Unknown] __aeabi_i2f
0.0%   0.0%      68B                        std core::result::unwrap_failed
0.0%   0.0%      68B           embassy_executor embassy_executor::raw::waker::task_from_waker
0.0%   0.0%      68B   embassy_time_queue_utils core::cmp::Ord::min
0.0%   0.0%      68B                 embassy_rp embassy_rp::time_driver::TimerDriver::set_alarm::{{closure}}
0.0%   0.0%      68B      linked_list_allocator linked_list_allocator::align_up_size
0.0%   0.0%      68B      linked_list_allocator linked_list_allocator::Heap::deallocate
0.0%   0.0%      68B             embedded_alloc embedded_alloc::llff::Heap::alloc::{{closure}}
0.0%   0.0%      68B                embassy_usb embassy_usb::Inner<D>::handle_control_out::{{closure}}
0.0%   0.0%      68B                embassy_usb embassy_usb::builder::InterfaceAltBuilder<D>::alloc_endpoint_out
0.0%   0.0%      68B                embassy_usb embassy_usb::builder::InterfaceAltBuilder<D>::alloc_endpoint_in
0.0%   0.0%      68B                        std core::ptr::drop_in_place<embassy_usb::UsbDevice<embassy_rp::usb::Driver<embassy_rp::peripheral...
0.0%   0.0%      68B                        std core::ptr::drop_in_place<embassy_usb::UsbDevice<embassy_rp::usb::Driver<embassy_rp::peripheral...
0.0%   0.0%      68B                        std core::ptr::drop_in_place<embassy_usb::Inner<embassy_rp::usb::Driver<embassy_rp::peripherals::U...
0.0%   0.0%      68B                        std core::ptr::drop_in_place<embassy_usb::UsbDevice<embassy_rp::usb::Driver<embassy_rp::peripheral...
0.0%   0.0%      68B                        std core::ptr::drop_in_place<embassy_usb::UsbDevice<embassy_rp::usb::Driver<embassy_rp::peripheral...
0.0%   0.0%      68B               embassy_sync embassy_sync::ring_buffer::RingBuffer<_>::pop
0.0%   0.0%      68B           embassy_executor embassy_executor::raw::TaskPool<F,_>::new
0.0%   0.0%      68B           embassy_executor embassy_executor::raw::TaskPool<F,_>::new
0.0%   0.0%      68B           embassy_executor embassy_executor::raw::TaskPool<F,_>::new
0.0%   0.0%      68B                embassy_rp? <embassy_rp::dma::Transfer<C> as core::ops::drop::Drop>::drop::{{closure}}
0.0%   0.0%      68B                   heapless heapless::deque::Deque<T,_>::is_empty
0.0%   0.0%      68B                   heapless heapless::deque::Deque<T,_>::is_empty
0.0%   0.0%      68B            portable_atomic portable_atomic::imp::interrupt::AtomicU8::compare_exchange
0.0%   0.0%      66B           embassy_executor embassy_executor::raw::state::State::run_enqueue::{{closure}}
0.0%   0.0%      66B                 embassy_rp embassy_rp::clocks::configure_pll::{{closure}}
0.0%   0.0%      66B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.0%      66B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.0%      66B                embassy_usb core::option::Option<T>::map_or
0.0%   0.0%      66B                       std? <alloc::alloc::Global as core::alloc::Allocator>::deallocate
0.0%   0.0%      66B                embassy_usb embassy_usb::builder::InterfaceAltBuilder<D>::endpoint_interrupt_in
0.0%   0.0%      66B                 embassy_rp embassy_rp::pio::Pio<PIO>::new
0.0%   0.0%      64B                        std <core::fmt::builders::PadAdapter as core::fmt::Write>::write_char
0.0%   0.0%      64B               embassy_time core::option::Option<T>::expect
0.0%   0.0%      64B                 embassy_rp embassy_rp::Peripherals::take_with_cs
0.0%   0.0%      64B                embassy_usb <core::result::Result<T,E> as core::ops::try_trait::Try>::branch
0.0%   0.0%      64B      linked_list_allocator core::cmp::PartialOrd::lt
0.0%   0.0%      64B                embassy_rp? <embassy_rp::gpio::Flex as core::ops::drop::Drop>::drop::{{closure}}
0.0%   0.0%      64B                 embassy_rp embassy_rp::gpio::Flex::new::{{closure}}
0.0%   0.0%      64B                 embassy_rp embassy_rp::gpio::Flex::new::{{closure}}
0.0%   0.0%      64B                        std core::result::Result<T,E>::expect
0.0%   0.0%      64B                        std core::result::Result<T,E>::expect
0.0%   0.0%      64B                        std alloc::alloc::alloc
0.0%   0.0%      64B                        std alloc::alloc::alloc_zeroed
0.0%   0.0%      64B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::data_in::{{closure}}::{{...
0.0%   0.0%      64B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::disable::{{closure}}
0.0%   0.0%      64B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::enable::{{closure}}
0.0%   0.0%      64B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::poll::{{closure}}::{{closure}}::{{closure}}
0.0%   0.0%      64B                        std core::iter::traits::iterator::Iterator::find
0.0%   0.0%      64B                        std core::ptr::drop_in_place<cnc_brain::__usb_comm_task_task::{{closure}}>
0.0%   0.0%      64B        embassy_usb_driver? <embassy_usb_driver::EndpointError as core::fmt::Debug>::fmt
0.0%   0.0%      64B                   heapless heapless::deque::Deque<T,_>::is_empty
0.0%   0.0%      64B                   arrayvec arrayvec::arrayvec::raw_ptr_add
0.0%   0.0%      64B                 embassy_rp embassy_rp::relocate::RelocatedProgram<_>::wrap
0.0%   0.0%      62B                        std core::fmt::Formatter::pad_integral::write_prefix
0.0%   0.0%      62B               embassy_time embassy_time::instant::Instant::checked_add
0.0%   0.0%      62B                        log core::option::Option<T>::map
0.0%   0.0%      62B      linked_list_allocator core::option::Option<T>::map
0.0%   0.0%      62B                        std core::cmp::impls::<impl core::cmp::Ord for usize>::cmp
0.0%   0.0%      62B                 embassy_rp embassy_rp::gpio::Output::new
0.0%   0.0%      62B                 embassy_rp embassy_rp::gpio::Output::new
0.0%   0.0%      62B                        std core::cmp::Ordering::reverse
0.0%   0.0%      62B                   heapless heapless::deque::Deque<T,_>::push_back
0.0%   0.0%      62B                   heapless heapless::deque::Deque<T,_>::pop_front
0.0%   0.0%      62B                      fixed fixed::prim_traits::<impl fixed::traits::ToFixed for f64>::overflowing_to_fixed
0.0%   0.0%      62B                 embassy_rp embassy_rp::gpio::Flex::set_high
0.0%   0.0%      62B                 embassy_rp embassy_rp::gpio::Flex::set_low
0.0%   0.0%      62B                 embassy_rp embassy_rp::gpio::Flex::toggle
0.0%   0.0%      62B                 embassy_rp embassy_rp::gpio::Flex::set_as_output
0.0%   0.0%      62B                        std core::iter::traits::iterator::Iterator::find
0.0%   0.0%      62B                        std core::iter::traits::iterator::Iterator::find
0.0%   0.0%      62B                   arrayvec arrayvec::arrayvec::ArrayVec<T,_>::new
0.0%   0.0%      62B                       std? <alloc::vec::Vec<T,A> as core::ops::index::IndexMut<I>>::index_mut
0.0%   0.0%      60B                  [Unknown] __aeabi_fcmpgt
0.0%   0.0%      60B                  [Unknown] __aeabi_fcmpge
0.0%   0.0%      60B                  [Unknown] __aeabi_fcmplt
0.0%   0.0%      60B                        std core::slice::<impl [T]>::copy_from_slice::len_mismatch_fail::do_panic::runtime
0.0%   0.0%      60B                        std core::slice::index::slice_index_order_fail::do_panic::runtime
0.0%   0.0%      60B                        std core::slice::index::slice_end_index_len_fail::do_panic::runtime
0.0%   0.0%      60B                        std core::slice::index::slice_start_index_len_fail::do_panic::runtime
0.0%   0.0%      60B                        std core::panicking::panic_bounds_check
0.0%   0.0%      60B               embassy_time <embassy_time::instant::Instant as core::ops::arith::Add<embassy_time::duration::Duration>>::add
0.0%   0.0%      60B                 embassy_rp <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      60B                embassy_usb core::option::Option<T>::map_or
0.0%   0.0%      60B                embassy_usb core::option::Option<T>::map_or
0.0%   0.0%      60B                embassy_usb core::option::Option<T>::map_or
0.0%   0.0%      60B      linked_list_allocator core::option::Option<T>::expect
0.0%   0.0%      60B             embedded_alloc embedded_alloc::llff::Heap::init::{{closure}}
0.0%   0.0%      60B                embassy_usb embassy_usb::builder::InterfaceAltBuilder<D>::endpoint_bulk_out
0.0%   0.0%      60B                embassy_usb embassy_usb::builder::InterfaceAltBuilder<D>::endpoint_bulk_in
0.0%   0.0%      60B                        std alloc::raw_vec::RawVecInner<A>::deallocate
0.0%   0.0%      60B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_set
0.0%   0.0%      60B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      60B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      60B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      60B                  cnc_brain cnc_brain::usb_comm_task
0.0%   0.0%      58B               embassy_time embassy_time::timer::Ticker::every
0.0%   0.0%      58B            atomic_polyfill critical_section::with
0.0%   0.0%      58B                        log <core::option::Option<T> as core::clone::Clone>::clone
0.0%   0.0%      58B                 embassy_rp embassy_rp::usb::Driver<T>::alloc_endpoint::{{closure}}
0.0%   0.0%      58B                 embassy_rp embassy_rp::usb::Driver<T>::alloc_endpoint::{{closure}}
0.0%   0.0%      58B           critical_section critical_section::with
0.0%   0.0%      58B                        std core::option::Option<T>::map
0.0%   0.0%      56B                  [Unknown] __aeabi_f2uiz
0.0%   0.0%      56B                 embassy_rp embassy_rp::critical_section_impl::Spinlock<_>::release
0.0%   0.0%      56B                 embassy_rp embassy_rp::gpio::init
0.0%   0.0%      56B      linked_list_allocator <core::result::Result<T,E> as core::ops::try_trait::Try>::branch
0.0%   0.0%      56B      linked_list_allocator core::option::Option<T>::ok_or
0.0%   0.0%      56B                        std core::fmt::Write::write_char
0.0%   0.0%      56B                        std core::ptr::non_null::NonNull<T>::sub_ptr
0.0%   0.0%      56B                embassy_usb embassy_usb::first_last
0.0%   0.0%      56B                        std <core::result::Result<T,E> as core::ops::try_trait::Try>::branch
0.0%   0.0%      56B                        std <core::result::Result<T,E> as core::ops::try_trait::Try>::branch
0.0%   0.0%      56B                static_cell static_cell::StaticCell<T>::uninit
0.0%   0.0%      56B           embassy_executor embassy_executor::raw::util::UninitCell<T>::write_in_place
0.0%   0.0%      56B           embassy_executor embassy_executor::raw::AvailableTask<F>::initialize_impl
0.0%   0.0%      56B           embassy_executor embassy_executor::raw::AvailableTask<F>::initialize_impl
0.0%   0.0%      56B                   heapless heapless::deque::Deque<T,_>::push_back
0.0%   0.0%      56B               embassy_sync embassy_sync::pipe::Buffer<_>::get_mut
0.0%   0.0%      56B               embassy_sync embassy_sync::pipe::Buffer<_>::get
0.0%   0.0%      54B                 num_traits core::ptr::non_null::NonNull<T>::sub_ptr
0.0%   0.0%      54B            atomic_polyfill atomic_polyfill::polyfill::AtomicU64::op::{{closure}}
0.0%   0.0%      54B            atomic_polyfill critical_section::with
0.0%   0.0%      54B             embedded_alloc critical_section::with
0.0%   0.0%      54B                        std <core::result::Result<T,E> as core::ops::try_trait::Try>::branch
0.0%   0.0%      54B                        std core::result::Result<T,E>::map
0.0%   0.0%      54B                        std core::iter::adapters::peekable::Peekable<I>::peek
0.0%   0.0%      54B                 embassy_rp embassy_rp::relocate::RelocatedProgram<_>::side_set
0.0%   0.0%      54B                        std <core::slice::iter::Iter<T> as core::iter::traits::iterator::Iterator>::size_hint
0.0%   0.0%      54B                        std core::option::Option<T>::map_or
0.0%   0.0%      54B                        std core::option::Option<T>::map_or
0.0%   0.0%      52B                        std core::fmt::float::<impl core::fmt::Display for f64>::fmt
0.0%   0.0%      52B                        std core::option::expect_failed
0.0%   0.0%      52B           embassy_executor embassy_executor::raw::run_queue::RunQueue::dequeue_all::{{closure}}
0.0%   0.0%      52B            atomic_polyfill critical_section::with
0.0%   0.0%      52B                 embassy_rp cortex_m::peripheral::nvic::<impl cortex_m::peripheral::NVIC>::ipr_shift
0.0%   0.0%      52B                 embassy_rp core::option::Option<T>::map
0.0%   0.0%      52B                embassy_usb <T as core::convert::TryInto<U>>::try_into
0.0%   0.0%      52B         embassy_usb_logger embassy_usb_logger::UsbLogger<_,T>::run
0.0%   0.0%      52B                        std core::ptr::drop_in_place<embassy_usb_logger::UsbLogger<1024_usize,cnc_brain::Handler>::run_log...
0.0%   0.0%      52B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_set
0.0%   0.0%      52B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_set
0.0%   0.0%      52B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_set
0.0%   0.0%      52B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      52B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      52B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      52B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      52B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      52B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      52B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      52B                    rp_pac? <rp_pac::inner::common::Reg<T,A> as embassy_rp::RegExt<T>>::write_clear
0.0%   0.0%      52B               embassy_sync embassy_sync::ring_buffer::RingBuffer<_>::is_empty
0.0%   0.0%      52B           embassy_executor embassy_executor::raw::AvailableTask<F>::initialize_impl
0.0%   0.0%      52B           embassy_executor embassy_executor::raw::AvailableTask<F>::initialize_impl
0.0%   0.0%      52B           embassy_executor embassy_executor::raw::AvailableTask<F>::initialize_impl
0.0%   0.0%      52B                  [Unknown] __rust_dealloc
0.0%   0.0%      52B           critical_section critical_section::with
0.0%   0.0%      52B                        std core::iter::adapters::peekable::Peekable<I>::peek
0.0%   0.0%      52B                 embassy_rp embassy_rp::gpio::Flex::bit
0.0%   0.0%      52B                  arrayvec? <arrayvec::arrayvec::ArrayVec<T,_> as core::iter::traits::collect::FromIterator<T>>::from_iter
0.0%   0.0%      52B                 embassy_rp embassy_rp::pio::instr::exec_jmp
0.0%   0.0%      52B                        log log::__private_api::log
0.0%   0.0%      50B           embassy_executor embassy_executor::raw::state::State::update_with_cs
0.0%   0.0%      50B           embassy_executor embassy_executor::raw::run_queue::RunQueue::dequeue_all
0.0%   0.0%      50B                 embassy_rp embassy_rp::pre_init::{{closure}}
0.0%   0.0%      50B                   cortex_m cortex_m::register::primask::read
0.0%   0.0%      50B                embassy_usb embassy_usb::class::cdc_acm::State::new
0.0%   0.0%      50B                        std <usize as core::slice::index::SliceIndex<[T]>>::get_mut
0.0%   0.0%      50B                embassy_usb embassy_usb::first_last
0.0%   0.0%      50B                        std <core::result::Result<T,E> as core::ops::try_trait::Try>::branch
0.0%   0.0%      50B                embassy_rp? <embassy_rp::usb::Driver<T> as embassy_usb_driver::Driver>::start::{{closure}}
0.0%   0.0%      50B                embassy_rp? <embassy_rp::usb::Bus<T> as embassy_usb_driver::Bus>::poll::{{closure}}::{{closure}}::{{closure}}
0.0%   0.0%      50B                        std core::ptr::drop_in_place<cnc_brain::__core0_main_task::{{closure}}>
0.0%   0.0%      50B                        std core::ptr::drop_in_place<embassy_usb::class::cdc_acm::Receiver<embassy_rp::usb::Driver<embassy...
0.0%   0.0%      50B                        std core::ptr::drop_in_place<embassy_usb::class::cdc_acm::Sender<embassy_rp::usb::Driver<embassy_r...
0.0%   0.0%      50B         embassy_usb_driver embassy_usb_driver::EndpointAddress::from_parts
0.0%   0.0%      50B           embassy_executor embassy_executor::raw::state::State::update_with_cs
0.0%   0.0%      50B                        std <core::ops::control_flow::ControlFlow<B,C> as core::ops::try_trait::Try>::branch
0.0%   0.0%      50B                        std <core::ops::control_flow::ControlFlow<B,C> as core::ops::try_trait::Try>::branch
0.0%   0.0%      50B           critical_section critical_section::with
0.0%   0.0%      50B           critical_section critical_section::with
0.0%   0.0%      50B           critical_section critical_section::with
0.0%   0.0%      50B           critical_section critical_section::with
0.0%   0.0%      50B                        std core::iter::traits::iterator::Iterator::zip
0.0%   0.0%      48B                        std core::cell::panic_already_borrowed
0.0%   0.0%      48B               embassy_sync critical_section::with
0.0%   0.0%      48B           embassy_executor embassy_executor::raw::SyncExecutor::poll::{{closure}}
0.0%   0.0%      48B           embassy_executor embassy_executor::raw::SyncExecutor::spawn
0.0%   0.0%      48B           embassy_executor critical_section::with
0.0%   0.0%      48B           embassy_executor critical_section::with
0.0%   0.0%      48B           embassy_executor critical_section::with
0.0%   0.0%      48B                        std <core::ops::range::Range<usize> as core::slice::index::SliceIndex<[T]>>::get_unchecked::precon...
0.0%   0.0%      48B            atomic_polyfill critical_section::with
0.0%   0.0%      48B            atomic_polyfill critical_section::with
0.0%   0.0%      48B                 embassy_rp embassy_rp::reset::reset
0.0%   0.0%      48B                 embassy_rp critical_section::with
0.0%   0.0%      48B                 embassy_rp embassy_rp::gpio::SealedPin::sio_oe
0.0%   0.0%      48B                 embassy_rp embassy_rp::gpio::SealedPin::sio_out
0.0%   0.0%      48B                        std <core::ops::range::Range<usize> as core::slice::index::SliceIndex<[T]>>::get_unchecked::precon...
0.0%   0.0%      48B                embassy_usb critical_section::with
0.0%   0.0%      48B                        std core::alloc::layout::Layout::from_size_align
0.0%   0.0%      48B                   cortex_m cortex_m::asm::delay
0.0%   0.0%      48B                        std <usize as core::slice::index::SliceIndex<[T]>>::index_mut
0.0%   0.0%      48B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::data_out
0.0%   0.0%      48B                embassy_rp? <embassy_rp::usb::ControlPipe<T> as embassy_usb_driver::ControlPipe>::data_in
0.0%   0.0%      48B                        std core::ptr::drop_in_place<cnc_brain::execute_motion::{{closure}}>
0.0%   0.0%      48B                        std core::ptr::drop_in_place<embassy_usb::class::cdc_acm::Receiver<embassy_rp::usb::Driver<embassy...
0.0%   0.0%      48B                        std core::ptr::drop_in_place<embassy_usb::class::cdc_acm::Sender<embassy_rp::usb::Driver<embassy_r...
0.0%   0.0%      48B                       std? core::ptr::drop_in_place<<cnc_brain::Handler as embassy_usb_logger::ReceiverHandler>::handle_d...
0.0%   0.0%      48B                        std core::str::traits::<impl core::slice::index::SliceIndex<str> for core::ops::range::Range<usize...
0.0%   0.0%      48B           embassy_executor embassy_executor::raw::state::State::spawn::{{closure}}
0.0%   0.0%      48B                   heapless heapless::deque::Deque<T,_>::pop_front
0.0%   0.0%      48B                        std core::num::<impl usize>::unchecked_mul::precondition_check
0.0%   0.0%      48B           critical_section critical_section::with
0.0%   0.0%      48B           critical_section critical_section::with
0.0%   0.0%      48B           critical_section critical_section::with
0.0%   0.0%      48B           critical_section critical_section::with
0.0%   0.0%      48B           critical_section critical_section::with
0.0%   0.0%      48B           critical_section critical_section::with
0.0%   0.0%      48B           critical_section critical_section::with
0.0%   0.0%      48B                   arrayvec <arrayvec::arrayvec::ArrayVec<T,_> as arrayvec::arrayvec_impl::ArrayVecImpl>::set_len
0.0%   0.0%      48B                        std core::iter::traits::iterator::Iterator::find::check::{{closure}}
0.0%   0.0%      48B                        std core::iter::traits::iterator::Iterator::find::check::{{closure}}
0.0%   0.0%      48B                        std core::iter::traits::iterator::Iterator::find::check::{{closure}}
0.0%   0.0%      46B                  [Unknown] __aeabi_llsr
0.0%   0.0%      46B                  [Unknown] __aeabi_ui2f
0.0%   0.0%      46B                  [Unknown] memcmp
0.0%   0.0%      46B           embassy_executor embassy_executor::raw::wake_task
0.0%   0.0%      46B                 embassy_rp embassy_rp::init
0.0%   0.0%      46B                embassy_usb core::num::<impl u32>::to_le_bytes
0.0%   0.0%      46B                embassy_usb critical_section::with
0.0%   0.0%      46B                        log <core::option::Option<T> as core::clone::Clone>::clone
0.0%   0.0%      46B             embedded_alloc core::option::Option<T>::map_or
0.0%   0.0%      46B                static_cell static_cell::StaticCell<T>::init
0.0%   0.0%      46B                        std core::array::iter::<impl core::iter::traits::collect::IntoIterator for [T; N]>::into_iter
0.0%   0.0%      46B                 embassy_rp embassy_rp::usb::Driver<T>::new::{{closure}}
0.0%   0.0%      46B                       std? core::ptr::drop_in_place<<embassy_rp::usb::ControlPipe<embassy_rp::peripherals::USB> as embass...
0.0%   0.0%      46B                        std core::str::traits::<impl core::cmp::PartialEq for str>::eq
0.0%   0.0%      46B           critical_section critical_section::with
0.0%   0.0%      46B                 embassy_rp embassy_rp::relocate::RelocatedProgram<_>::code
0.0%   0.0%      46B                        std core::slice::iter::Iter<T>::new
0.0%   0.0%      44B                        std __udivmoddi4
0.0%   0.0%      44B                  [Unknown] __aeabi_llsl
0.0%   0.0%      44B                        std core::panicking::panic_nounwind
0.0%   0.0%      44B               embassy_time embassy_time::timer::Timer::after
0.0%   0.0%      44B            atomic_polyfill atomic_polyfill::polyfill::AtomicU8::op::{{closure}}
0.0%   0.0%      44B            atomic_polyfill core::cmp::Ord::min
0.0%   0.0%      44B                 embassy_rp embassy_hal_internal::interrupt::InterruptExt::set_priority::{{closure}}
0.0%   0.0%      44B                 embassy_rp embassy_rp::clocks::configure_pll::{{closure}}
0.0%   0.0%      44B                 embassy_rp embassy_rp::clocks::start_xosc::{{closure}}
0.0%   0.0%      44B                 embassy_rp embassy_rp::clocks::init::{{closure}}
0.0%   0.0%      44B                 embassy_rp core::cell::RefCell<T>::borrow_mut
0.0%   0.0%      44B             encode_unicode core::num::<impl isize>::unchecked_neg::precondition_check
0.0%   0.0%      44B                embassy_usb core::cell::RefCell<T>::borrow_mut
0.0%   0.0%      44B                embassy_usb embassy_usb::msos::MsOsDescriptorWriter::new
0.0%   0.0%      44B                embassy_usb <core::array::TryFromSliceError as core::fmt::Debug>::fmt
0.0%   0.0%      44B      linked_list_allocator core::ptr::non_null::NonNull<T>::new
0.0%   0.0%      44B      linked_list_allocator core::ptr::non_null::NonNull<T>::new
0.0%   0.0%      44B             embedded_alloc core::cell::RefCell<T>::borrow_mut
0.0%   0.0%      44B                        std <usize as core::slice::index::SliceIndex<[T]>>::get_unchecked_mut
0.0%   0.0%      44B                      fixed fixed::convert::<impl core::convert::From<u8> for fixed::FixedU32<FracDst>>::from
0.0%   0.0%      44B                       log? <log::Level as core::cmp::PartialOrd<log::LevelFilter>>::partial_cmp
0.0%   0.0%      44B                        std core::array::<impl core::iter::traits::collect::IntoIterator for &[T; N]>::into_iter
0.0%   0.0%      44B                embassy_rp? <embassy_rp::usb::Driver<T> as embassy_usb_driver::Driver>::start::{{closure}}
0.0%   0.0%      44B                embassy_rp? <embassy_rp::pio::StateMachine<PIO,_> as core::ops::drop::Drop>::drop
0.0%   0.0%      44B                embassy_rp? <embassy_rp::pio::StateMachine<PIO,_> as core::ops::drop::Drop>::drop
0.0%   0.0%      44B                embassy_rp? <embassy_rp::pio::StateMachine<PIO,_> as core::ops::drop::Drop>::drop
0.0%   0.0%      44B                embassy_rp? <embassy_rp::pio::StateMachine<PIO,_> as core::ops::drop::Drop>::drop
0.0%   0.0%      44B               embassy_sync embassy_sync::channel::Channel<M,T,_>::send
0.0%   0.0%      44B                        std core::cell::RefCell<T>::borrow_mut
0.0%   0.0%      44B           critical_section critical_section::with
0.0%   0.0%      44B           critical_section critical_section::with
0.0%   0.0%      44B                        std alloc::vec::Vec<T,A>::as_slice
0.0%   0.0%      44B                        std alloc::vec::Vec<T>::with_capacity
0.0%   0.0%      44B                        std core::slice::iter::Iter<T>::new
0.0%   0.0%      44B                        std core::slice::iter::Iter<T>::new
0.0%   0.0%      44B                        std core::slice::iter::Iter<T>::new
0.0%   0.0%      42B               embassy_sync critical_section::with
0.0%   0.0%      42B           embassy_executor __pender
0.0%   0.0%      42B                embassy_usb <core::result::Result<T,E> as core::ops::try_trait::Try>::branch
0.0%   0.0%      42B                embassy_usb core::option::Option<T>::ok_or
0.0%   0.0%      42B                embassy_usb critical_section::with
0.0%   0.0%      42B                embassy_usb embassy_usb::descriptor::DescriptorWriter::new
0.0%   0.0%      42B                embassy_usb <embassy_usb::class::cdc_acm::ParityType as core::convert::From<u8>>::from
0.0%   0.0%      42B                embassy_usb <embassy_usb::class::cdc_acm::StopBits as core::convert::From<u8>>::from
0.0%   0.0%      42B      linked_list_allocator linked_list_allocator::Heap::init
0.0%   0.0%      42B             embedded_alloc core::result::Result<T,E>::ok
0.0%   0.0%      42B                        std <usize as core::slice::index::SliceIndex<[T]>>::get_unchecked_mut
0.0%   0.0%      42B                        std <usize as core::slice::index::SliceIndex<[T]>>::get_unchecked_mut
0.0%   0.0%      42B                        std <usize as core::slice::index::SliceIndex<[T]>>::get_unchecked_mut
0.0%   0.0%      42B                        std <usize as core::slice::index::SliceIndex<[T]>>::get_unchecked_mut
0.0%   0.0%      42B                        std <core::result::Result<T,E> as core::ops::try_trait::Try>::branch
